EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
qe91160,Paige Vokes,WI,iPhone,no,no,Management,Training & Development,132600,23,1,175.9,276.1,9.3,5,96,Aug,W35,91,Yes
qf34365,Gerardo Yarn,ID,-,yes,no,Management,Training & Development,209950,11,3,226.5,125.6,10.5,4,106,Nov,W46,112,Yes
qf46313,Reina Greville,AL,iPhone,yes,no,Management,Training & Development,130900,16,3,148.2,185.5,8.2,4,106,Apr,W15,83,Yes
qf86931,Aloysius Shewan,ID,-,no,no,Management,Training & Development,131250,17,0,158.7,203.8,11.8,3,105,Feb,W09,133,Yes
qg83786,Cobby Burlingame,UT,-,yes,no,Management,Training & Development,149000,22,1,143.9,262.3,5.6,11,137,Dec,W49,100,Yes
qh83406,Franklyn Wattingham,NC,-,no,no,Management,Training & Development,171000,19,2,145.8,227.2,8.4,3,115,Apr,W17,132,Yes
qh89963,Genovera Dever,CO,-,no,no,Management,Training & Development,127950,13,1,215.9,152.9,3.5,3,127,Feb,W09,109,Yes
qj57569,Toni Gayforth,CT,-,no,no,Management,Training & Development,41800,12,1,203,143.9,12.1,13,151,Nov,W47,125,Yes
qo90145,Shep Hessle,ND,-,no,no,Management,Training & Development,127750,22,2,136.7,255.9,12.5,4,127,Jul,W29,104,Yes
qq48755,Dareen Ingliss,NE,Galaxy,no,no,Management,Training & Development,179500,20,0,259.2,237.7,12.3,2,108,Apr,W17,83,Yes
qr63692,Micheal Cattell,AK,-,no,no,Management,Training & Development,148650,22,1,210,262,8.5,5,90,Mar,W13,108,Yes
qr69326,Clayton Pilch,ND,-,yes,no,Management,Training & Development,70150,25,3,180,289.9,4.8,4,109,Nov,W44,101,Yes
qv10600,Ransom Heining,IL,-,no,no,Management,Training & Development,187150,16,2,172.7,188.4,11.7,3,139,Dec,W52,111,Yes
qv74145,Jewel Hallstone,NC,-,no,no,Management,Training & Development,191150,16,0,229.9,191.9,10.3,3,142,Mar,W12,120,Yes
qx60463,Rebecca Dolohunty,AK,-,no,no,Management,Training & Development,151650,14,1,120.5,168.3,9.3,9,128,Nov,W48,100,Yes
qy37524,Arda Gyurko,IN,iPhone,yes,no,Management,Training & Development,177800,14,0,181.6,159.7,9.5,3,89,Feb,W09,85,Yes
rb12293,Edgard Ryde,WY,iPhone,no,no,Management,Training & Development,144650,16,0,119.5,187.5,4.3,3,98,Jul,W27,93,Yes
rb32149,Westbrook Doornbos,SD,-,no,no,Management,Training & Development,126650,21,0,260,245.3,8.3,3,120,May,W22,118,Yes
rb34048,Lyda Errichelli,AR,-,no,no,Management,Training & Development,169300,16,3,214,187.3,13.3,3,27,Feb,W09,109,Yes
rb53860,Annissa Farra,IA,-,yes,no,Management,Training & Development,120200,16,1,210,186.4,7.7,6,129,Feb,W08,134,Yes
rd78933,Lauri Pietranek,FL,-,yes,no,Management,Training & Development,213700,19,1,251.9,225.1,7.5,5,104,Apr,W17,107,Yes
rh85126,Shandeigh Reide,RI,-,no,no,Management,Training & Development,192100,21,1,140.5,248.5,6.9,11,133,Aug,W32,116,Yes
rh95154,Arline Grieves,MT,-,yes,no,Management,Training & Development,196250,14,3,270,167.6,7.6,4,136,Apr,W14,96,Yes
rk20487,Katie Izzatt,WV,iPhone,no,no,Management,Training & Development,57550,17,1,236.5,195.7,12,2,101,Apr,W15,71,Yes
rl26009,Helsa Colston,GA,-,no,no,Management,Training & Development,150200,21,2,176.3,244.1,9.1,4,95,Dec,W52,136,Yes
rm41875,Rebbecca Gjerde,MD,-,yes,no,Management,Training & Development,148350,18,1,220.3,217.5,12.2,2,110,Dec,W50,124,Yes
rn81073,Fleming Lob,AR,Galaxy,yes,no,Management,Training & Development,123850,16,0,215.5,191,11.3,7,144,Aug,W34,91,Yes
ro32696,Trista Luckcock,IN,-,no,no,Management,Training & Development,141250,22,1,228.1,255.3,5.4,7,96,Aug,W31,116,Yes
rp84263,Rutter Messiter,GA,-,yes,yes,Management,Training & Development,199350,17,2,268.8,195.2,11.4,4,131,Feb,W08,134,Yes
rr24525,Lucie Ennion,AK,-,no,no,Management,Training & Development,208400,14,0,229.9,159,7.2,8,124,Mar,W10,109,Yes
rs50681,Melessa Marmion,CO,-,no,no,Management,Training & Development,112050,12,2,308.2,136.7,7.7,6,115,Nov,W47,100,Yes
rt59503,Rutledge Paddy,NC,-,no,no,Management,Training & Development,46500,22,1,176.6,256.1,11.1,4,120,Jan,W05,134,Yes
rv51413,Sallyann Crackett,WA,Galaxy,no,no,Management,Training & Development,164550,20,0,176.4,238.2,12.9,3,97,Jun,W25,69,Yes
rv79411,Myles Masson,TN,-,yes,no,Management,Training & Development,167100,21,2,226,241.4,12.9,4,155,Mar,W12,96,Yes
rv87981,Maressa Padillo,TX,iPhone,no,no,Management,Training & Development,135750,18,2,206.7,216.7,9.3,3,146,May,W19,82,Yes
ry97067,Tammy Cockerill,UT,-,no,no,Management,Training & Development,180450,19,0,163.3,228.4,7.7,3,118,Jan,W01,111,Yes
rz53249,Lorilyn Doerling,MN,-,no,no,Management,Training & Development,131900,12,3,184.6,135.9,3.8,9,99,Aug,W34,103,Yes
sc64864,Derek Brind,RI,iPhone,yes,no,Management,Training & Development,100150,22,3,147.6,256.8,7.6,3,129,Jun,W26,69,Yes
sc86439,Yelena Benbow,IL,-,no,no,Management,Training & Development,223900,13,2,218.5,151.9,10.7,2,89,Sep,W38,127,Yes
sc88957,Tiertza Mardling,MO,-,yes,no,Management,Training & Development,176400,17,4,164.5,201,7.5,16,131,Jun,W23,142,Yes
sd17039,Janeva Theyer,MT,iPhone,yes,no,Management,Training & Development,204350,10,1,164.2,118.9,11.2,3,106,Apr,W17,83,Yes
se82422,Ilyssa Piddick,WV,-,no,no,Management,Training & Development,162700,14,1,109.3,168.5,10.3,3,153,Jun,W22,118,Yes
se89395,Timmi Bayns,KS,Galaxy,yes,no,Management,Training & Development,158600,19,1,234.9,222,11.6,5,131,Mar,W13,72,Yes
se95894,Ermin Willcox,CO,-,no,no,Management,Training & Development,117400,14,1,134.9,164.5,8.3,2,115,May,W18,107,Yes
sf68303,Adena Emmanuel,AK,-,yes,yes,Management,Training & Development,173300,16,3,101.7,187.6,10.5,6,114,Feb,W07,109,Yes
sf72203,Tremayne Pfiffer,WI,Galaxy,no,no,Management,Training & Development,158950,12,2,238.2,141.4,10,8,143,Jul,W29,68,Yes
sg91156,Tressa Cameron,ME,-,no,no,Management,Training & Development,201300,14,3,280.2,167.1,9.7,3,102,Jun,W24,105,Yes
sh86750,Rriocard Ruddom,IL,iPhone,no,yes,Management,Training & Development,134650,26,1,144.2,306.6,2.1,4,81,Jan,W02,74,Yes
si39659,Hana Adin,MD,-,no,no,Management,Training & Development,178350,15,4,154.6,171.3,9.9,9,97,Jun,W25,117,Yes
si94460,Darcie Agron,WV,Galaxy,yes,no,Management,Training & Development,168300,23,1,217.9,273.7,7.6,4,136,Feb,W07,73,Yes
sj97624,Oliviero Dillestone,MA,-,yes,no,Management,Training & Development,171600,13,0,131.3,156.3,13.7,5,90,Mar,W10,97,Yes
sp38537,Orsa MacCartan,MD,Galaxy,no,no,Management,Training & Development,177050,14,3,102,169.4,15.9,4,82,Jul,W30,92,Yes
sp52584,Rockwell Machin,AL,-,no,no,Management,Training & Development,201600,19,1,173.3,222.6,11,3,102,Aug,W36,127,Yes
sr41797,Hill Zamora,MD,iPhone,no,no,Management,Training & Development,230450,15,1,169.2,172,10.3,5,148,Apr,W18,83,Yes
ss34120,Bary Sandwich,NE,-,no,no,Management,Training & Development,164900,21,1,146.3,242,12.1,4,129,Feb,W08,121,Yes
sv71799,Fletcher Tudge,OK,-,yes,no,Management,Training & Development,89150,20,3,263.4,237.6,7.7,6,140,May,W18,119,Yes
sv82723,Holmes Wastie,NH,-,no,no,Management,Training & Development,121150,15,2,189.6,176.1,8.2,3,122,Nov,W48,112,Yes
sv98433,Lib Malpass,IN,iPhone,no,no,Management,Training & Development,187500,18,1,249,211.1,6.8,3,130,Mar,W13,59,Yes
sx27116,Lynnett Spiby,MI,Galaxy,no,no,Management,Training & Development,122550,18,0,169.3,212.2,9.5,4,89,Sep,W38,90,Yes
sz54729,Marve Cordy,AR,-,no,no,Management,Training & Development,147500,17,3,208,194.1,16.2,10,91,Mar,W11,96,Yes
sz96608,Anette Ogbourne,AL,iPhone,no,no,Management,Training & Development,155900,20,3,228,237.6,9,5,115,Nov,W45,88,Yes
ta36979,Vincenty Spitaro,VA,Galaxy,no,no,Management,Training & Development,112200,17,3,175.8,197.5,0,0,90,Jun,W25,93,Yes
tb51420,Joshua Gentil,WV,-,no,no,Management,Training & Development,110000,16,2,204.7,185.4,1.1,2,116,Nov,W46,100,Yes
te82103,Janey Russam,ND,-,no,no,Management,Training & Development,89150,17,2,258.2,198.5,8,5,135,Sep,W37,115,Yes
tf38797,Helga Yardley,VT,-,no,no,Management,Training & Development,123700,19,1,273.4,228.4,8.9,8,125,Apr,W15,120,Yes
tg32662,Rafaellle Silson,MS,-,no,no,Management,Training & Development,193650,14,3,201.1,169.5,5.6,4,127,Aug,W35,128,Yes
tj45432,Nikolai Pollastro,DE,-,yes,no,Management,Performance Mgmt,171100,12,1,150.2,143.8,12.3,3,104,Jul,W28,104,Yes
tj48222,Aldrich Stuehmeier,RI,-,yes,no,Management,Performance Mgmt,219050,14,2,286.9,162.1,11.1,4,110,Nov,W46,100,Yes
tj77231,Tobye Kleinplac,HI,-,no,no,Management,Performance Mgmt,35600,18,1,237.9,211,11.4,5,110,Aug,W34,128,Yes
tm40420,Tawnya Coupar,MO,-,no,no,Management,Performance Mgmt,145500,21,2,178.2,243.5,13,3,136,May,W19,107,Yes
tn15109,Ethelyn Delves,WV,Galaxy,no,no,Management,Performance Mgmt,148900,21,1,75.8,244.4,7.5,2,124,May,W21,94,Yes
tn52249,Valentine Purbrick,KS,Galaxy,no,no,Management,Performance Mgmt,185050,23,3,226.9,273.5,9.6,3,89,May,W19,94,Yes
to47065,Garek Senett,OR,-,no,no,Management,Performance Mgmt,192550,13,3,164.4,152.1,9.4,4,137,Mar,W12,96,Yes
ts12250,Kenny Bulpitt,CT,-,yes,no,Management,Performance Mgmt,140500,19,3,260.8,223.5,7.6,7,133,Nov,W46,100,Yes
tu54932,Nana Doodney,WV,-,no,no,Management,Performance Mgmt,195650,16,0,128.4,186.7,9.2,3,136,Sep,W39,151,Yes
tv58617,Gabbie Mathwin,AR,-,no,no,Management,Performance Mgmt,157950,16,1,200,192.3,6.6,4,98,Jan,W04,122,Yes
ty30292,Belinda Dailly,UT,-,no,no,Management,Performance Mgmt,163300,21,3,132.6,249.8,7.3,3,109,Jan,W04,98,Yes
tz57906,Katusha Speachley,NE,-,no,no,Management,Performance Mgmt,127500,8,3,326,89.8,11.1,3,110,Oct,W40,102,Yes
tz70970,Arluene Brazur,AK,-,no,no,Management,Performance Mgmt,179000,13,0,262.2,153.1,11,5,99,Dec,W49,124,Yes
ua97719,Torre Bunyan,NH,iPhone,no,no,Management,Performance Mgmt,98250,18,1,218.4,213.6,10.7,6,115,Jul,W27,80,Yes
ub11336,Riva Seydlitz,AK,iPhone,yes,no,Management,Performance Mgmt,145250,17,2,159,201.4,4.1,5,95,Jan,W02,74,Yes
uf38999,Calypso Lengthorn,MI,-,no,no,Management,Performance Mgmt,171800,20,2,195.2,229.4,11.5,3,101,May,W22,106,Yes
ug70653,Marv Kimbury,UT,-,no,no,Management,Performance Mgmt,105250,27,2,237.6,319,7.3,4,140,Jan,W03,110,Yes
uj90885,Madonna MacGragh,WV,-,no,no,Management,Performance Mgmt,49300,6,0,185.9,67.5,11.5,3,131,Jul,W31,128,Yes
uk13540,Nolly Galler,IN,-,yes,no,Management,Performance Mgmt,185900,13,1,99,155,12.1,4,159,Apr,W16,107,Yes
uk36467,Lon Cardus,DC,Galaxy,no,no,Management,Performance Mgmt,72850,21,2,142.4,247.7,10.1,5,82,Jan,W03,86,Yes
uk49521,Jaquenetta Scholte,AL,Galaxy,no,no,Management,Performance Mgmt,206400,20,5,211.5,234.1,6,3,95,Jun,W27,93,Yes
un32254,Shannon Halleday,WY,-,yes,no,Management,Performance Mgmt,22000,18,1,228.1,206.5,6.5,7,111,Jan,W01,123,Yes
un38868,Agnes Franz-Schoninger,MS,-,no,no,Management,Performance Mgmt,138200,18,1,141.6,206.2,8.2,2,124,Oct,W43,101,Yes
up91967,Denyse Roddick,OR,-,no,no,Management,Performance Mgmt,83300,20,0,254.8,240.7,10.5,4,77,Sep,W39,102,Yes
uq52101,Addia Caff,KY,iPhone,no,no,Management,Performance Mgmt,149250,20,1,198.4,238,10.2,6,109,Apr,W17,83,Yes
uq72199,Donelle Tweedy,NJ,-,no,no,Management,Performance Mgmt,127500,19,3,212.4,218.5,9.8,1,131,Oct,W43,126,Yes
ut63649,Twila Jeppensen,MI,-,no,no,Management,Performance Mgmt,141250,19,4,220.2,217.6,13.2,2,127,Jun,W25,105,Yes
uu10686,Boot Scrivener,AL,-,no,no,Management,Performance Mgmt,130900,8,1,287.6,94.4,10.1,7,129,Jan,W03,110,Yes
uu62605,Petronella Bortolussi,OK,iPhone,no,no,Management,Performance Mgmt,124950,14,1,243.2,165.7,8.4,9,117,Dec,W52,75,Yes
ux97505,Jesus Harbertson,NM,Galaxy,no,no,Management,Performance Mgmt,211300,13,3,172.5,148.9,8,4,100,Jan,W04,86,Yes
uy37004,Weidar Ivachyov,VA,Galaxy,no,no,Management,Performance Mgmt,104800,14,1,165.9,170,12.7,2,100,Jun,W26,81,Yes
uy67470,Willie Bogie,AK,-,yes,no,Management,Performance Mgmt,214550,16,2,259.6,187.8,10,3,84,Feb,W07,109,Yes
vd12008,Tallie Jenik,MO,-,yes,no,Management,Performance Mgmt,102950,16,0,241.7,186.4,10.1,6,115,Apr,W18,119,Yes
vd50206,Christiano Aicken,MT,-,no,no,Management,Performance Mgmt,82900,23,3,255.3,268.1,13.2,4,84,Jul,W30,116,Yes
vd80441,Merrel Gheerhaert,RI,-,no,no,Management,Performance Mgmt,121800,15,1,184.2,180.5,10.1,4,128,Oct,W41,138,Yes
vh66842,Kesley Braunds,NY,Galaxy,no,no,Management,Performance Mgmt,129950,22,2,173.6,256.6,5.3,6,97,Mar,W10,85,Yes
vi57960,Jerri Pelzer,MI,-,yes,yes,Management,Performance Mgmt,109900,15,1,154.5,176.5,9.6,7,129,Sep,W38,127,Yes
vm26837,Isaiah Moreby,VA,-,no,no,Management,Performance Mgmt,167900,18,1,163.6,206.9,11.3,4,134,Jun,W24,118,Yes
vn33626,Marlow Matfin,MA,Galaxy,no,no,Management,Performance Mgmt,149850,22,0,287.4,259.2,6.2,3,112,May,W22,82,Yes
vn50774,Derk Greatbach,IA,Galaxy,yes,no,Management,Performance Mgmt,254600,14,0,146.7,163.4,11.6,5,99,Jan,W02,86,Yes
vr89808,Lexine Kenny,AZ,iPhone,no,no,Management,Performance Mgmt,230850,20,2,77.3,229.4,10.9,3,123,Jan,W02,74,Yes
vt27969,Leila Scarman,VT,-,no,no,Management,Performance Mgmt,188850,19,1,266,218.5,10.9,5,137,Jul,W29,116,Yes
vt98208,Alika Sheer,PA,-,yes,no,Management,Performance Mgmt,131900,21,1,122.4,244.5,10.7,3,121,Jan,W05,135,Yes
vu16739,Nickolas Maden,RI,-,no,no,Management,Performance Mgmt,81600,15,3,162.2,177,9.7,4,83,Mar,W10,121,Yes
vw87338,Lolly Brisseau,RI,Galaxy,yes,no,Management,Performance Mgmt,185900,14,0,173.8,163.4,15,1,93,May,W19,82,Yes
vx76425,Danya Hustings,NM,iPhone,no,no,Management,Performance Mgmt,124450,19,1,230.1,225.1,8.5,2,95,Mar,W10,85,Yes
vz38681,Georgine Beckinsale,NY,-,no,no,Management,Performance Mgmt,121900,25,2,194,289.4,9.7,6,65,Feb,W08,134,Yes
vz86356,Chaim Wetherhead,AZ,-,no,no,Management,Performance Mgmt,155550,6,0,181.8,72.9,9.5,19,114,Aug,W32,116,Yes
wa70312,Fons Mitchiner,MN,-,no,no,Management,Performance Mgmt,135050,21,0,247.8,242.8,6.5,4,124,Jul,W29,141,Yes
wb58761,Lynelle Baylis,UT,-,yes,no,Management,Performance Mgmt,174850,12,2,159.4,136.1,8.7,3,122,Oct,W41,102,Yes
wd59990,Marillin Band,MO,iPhone,no,no,Management,Performance Mgmt,170100,26,0,236,300.9,11.9,5,135,Dec,W51,75,Yes
wg53846,Morena Petegree,AL,-,no,no,Management,Performance Mgmt,121650,20,2,221.7,239.6,7.1,5,103,May,W21,143,Yes
wi44578,Oralee Sterzaker,TX,-,no,no,Management,Performance Mgmt,219200,18,2,189.3,211.6,9.4,2,86,Apr,W17,95,Yes
wj32341,Viva Frid,AL,-,no,no,Management,Performance Mgmt,161650,13,0,181.5,157.1,14,6,85,Jan,W04,122,Yes
wk13312,Bink Martinyuk,SD,iPhone,yes,no,Management,Performance Mgmt,167800,25,0,211.7,295.7,13.2,2,128,Nov,W47,76,Yes
wk15925,Lucho Childes,MT,Galaxy,no,no,Management,Performance Mgmt,120950,10,2,229.5,122.8,12.8,9,121,Sep,W39,78,Yes
wk40279,Robyn Doppler,OR,-,no,no,Management,Performance Mgmt,173150,18,2,154.2,216.4,7.6,5,112,Apr,W16,95,Yes
wk90734,Marnie Folks,SD,iPhone,no,no,Management,Performance Mgmt,213850,15,1,184.4,175.1,5.4,5,118,Aug,W35,91,Yes
wn53992,Jena Wilde,MA,Galaxy,no,no,Management,Performance Mgmt,187700,13,2,183.9,148.5,7.6,3,102,Jul,W30,80,Yes
wr59619,L;urette Matus,MT,iPhone,yes,no,Management,Performance Mgmt,201300,22,1,181.1,263.4,11.2,8,112,Nov,W48,64,Yes
wt69714,Lynna Swinfon,NE,-,no,no,Management,Performance Mgmt,123700,19,3,146.9,217.7,10.9,2,129,Apr,W14,96,Yes
wu27846,Jo-ann Shilvock,HI,Galaxy,no,no,Management,Performance Mgmt,105900,12,1,169.4,146.4,10.5,6,85,Jun,W26,93,Yes
wu55822,Averell Leigh,VT,-,no,no,Management,Performance Mgmt,127150,17,0,181.2,200.7,14.3,9,100,Dec,W51,124,Yes
wu98765,Luis Ilchuk,NM,Galaxy,no,no,Management,Performance Mgmt,203300,16,1,105.6,188.5,8.8,3,139,Dec,W52,75,Yes
wv78962,Valentine McQuilkin,TX,Galaxy,yes,no,Management,Performance Mgmt,93950,19,1,243.6,227.8,11,4,112,Sep,W36,91,Yes
wx54973,Gerik Ties,AZ,-,no,no,Management,Performance Mgmt,142450,19,4,215.9,219.2,11.7,2,127,Apr,W18,119,Yes
wy26023,Benjie Slowley,CT,iPhone,yes,no,Management,Performance Mgmt,85100,21,0,255,246.3,5.9,3,112,Jun,W25,57,Yes
xg40450,Mei Hollyer,WY,-,no,no,Management,Performance Mgmt,207150,5,0,189,60,11.3,2,105,Aug,W35,127,Yes
xg73373,Carlynne Marklund,AK,-,yes,no,Management,Performance Mgmt,118400,15,3,246.5,178.3,8.1,1,132,Jul,W30,104,Yes
xh11871,Dannie Oslar,AL,Galaxy,no,no,Management,Performance Mgmt,152300,19,0,188.2,222.9,12.4,2,81,Nov,W48,88,Yes
xk97010,Shurlock Hembling,AZ,-,no,yes,Management,Performance Mgmt,173000,21,0,194.3,247.6,11.9,11,118,Aug,W34,103,Yes
xl11319,Cam Jeffreys,GA,Galaxy,no,no,Management,Performance Mgmt,167450,17,1,151.2,201,11.6,5,129,May,W21,82,Yes
xl87511,Gunther Leathard,UT,-,no,no,Management,Performance Mgmt,223900,20,0,102,235.5,13,4,132,Jul,W31,104,Yes
xm17894,Erminia Marshall,NM,-,no,no,Management,Performance Mgmt,146550,22,2,235.3,256.6,0,0,84,Jun,W23,118,Yes
xn13546,Simonette Slowly,IA,iPhone,no,no,Management,Performance Mgmt,179250,28,4,127.1,329.3,9.4,5,84,Nov,W45,89,Yes
xo98792,Jennica Lanegran,ND,-,yes,no,Management,Performance Mgmt,185750,11,0,118.9,134.2,9.4,6,118,Feb,W09,133,Yes
xp81264,Lane Ricold,VA,iPhone,no,no,Management,Performance Mgmt,149700,15,1,234.7,174.9,9.7,4,121,Jun,W25,93,Yes
xr26722,Lelah Janiszewski,MA,-,no,no,Management,Performance Mgmt,141800,20,1,307.6,236,9.3,1,132,Nov,W45,113,Yes
xt10521,Yasmeen Dunthorn,CO,Galaxy,no,no,Management,Performance Mgmt,166600,18,1,196.8,213.4,7.9,6,111,Oct,W41,77,Yes
xt21655,Odey Sawyer,NY,Galaxy,yes,no,Management,Performance Mgmt,139000,17,2,232,203.1,7.8,4,117,Jul,W31,80,Yes
xt66610,Flo Bourges,NH,-,no,no,Management,Performance Mgmt,167550,19,0,214,227.8,9.3,11,143,Mar,W13,120,Yes
xv39857,Charmine Pickworth,MO,Galaxy,no,no,Management,Performance Mgmt,176450,13,1,217.8,152.7,12.4,13,109,Jan,W03,74,Yes
xy39031,Dru Glewe,MS,-,no,no,Management,Performance Mgmt,138550,17,2,159,203.9,15.1,4,117,Mar,W12,96,Yes
xz38522,North Dumpleton,IN,-,no,no,Management,Performance Mgmt,124700,9,2,197.7,106.2,11.1,4,89,Apr,W18,131,Yes
ya98719,Alma McLanachan,ID,-,yes,yes,Management,Performance Mgmt,191400,15,0,145.8,173.4,11.7,4,103,Apr,W17,119,Yes
yc58857,Dirk Gillbee,NC,-,no,yes,Management,Performance Mgmt,187850,14,1,235.4,165.4,9.7,4,112,May,W22,118,Yes
yf76042,Margaretha Thwaite,NY,-,no,no,Management,Performance Mgmt,113400,17,1,196.9,204.6,11.1,7,86,Jun,W26,105,Yes
yg22425,Lonna Hilary,GA,-,yes,no,Management,Performance Mgmt,127250,14,3,220.3,162.5,7.6,2,133,Aug,W32,116,Yes
yg46821,Shell Batchley,KY,iPhone,no,yes,Management,Performance Mgmt,124700,13,3,238.6,148.3,12.5,3,106,Jan,W02,86,Yes
yh50314,Roselle Dami,OR,-,no,no,Management,Performance Mgmt,127350,15,2,140,180,11.7,4,108,Aug,W34,115,Yes
yh78038,Camille Espada,ME,-,yes,no,Management,Performance Mgmt,129900,21,1,147.4,242.8,9.1,2,82,Oct,W43,113,Yes
yi58316,Brewer Tasseler,NM,-,no,no,Management,Performance Mgmt,164650,16,1,293.7,183.2,10.8,5,139,Dec,W51,111,Yes
yk56182,Adaline Bordman,AK,-,no,no,Management,Performance Mgmt,236650,7,1,163.2,81,9.8,5,128,Feb,W09,109,Yes
ym58614,Randa Fairnington,NE,-,no,no,Management,Performance Mgmt,214700,14,2,170.9,169,11.1,7,140,Apr,W15,108,Yes
yq42504,Danya Segeswoeth,NC,-,no,no,Management,Performance Mgmt,155900,14,4,199.7,168.8,9.9,4,113,Sep,W38,114,Yes
yr66153,Murial Fairleigh,DC,-,yes,no,Management,Performance Mgmt,112200,15,1,203.5,173.3,11.6,5,136,Aug,W33,103,Yes
yt36091,Carmine Ivanonko,MA,-,no,yes,Management,Performance Mgmt,136000,15,2,184.8,175.4,9.9,3,111,Sep,W39,126,Yes
yu21278,Giuseppe Birckmann,TN,-,no,no,Management,Performance Mgmt,175250,15,1,297.1,176.4,11,7,117,Jul,W29,116,Yes
yz51622,Colin Lamberts,MI,-,yes,yes,Management,Performance Mgmt,184600,12,0,280.7,145.5,9.3,3,126,Jun,W23,142,Yes
yz65590,Rona Hazeman,AR,-,no,no,Management,Performance Mgmt,146800,12,2,174.3,139.1,11.7,1,105,Jan,W01,99,Yes
zb30187,Daveta Menham,MD,Galaxy,no,no,Management,Performance Mgmt,192350,19,4,255.6,223,13,3,122,Aug,W32,91,Yes
zb35874,Hannah Kingsmill,NV,-,no,no,Management,Performance Mgmt,128450,16,1,255.4,187.4,5.3,3,119,Sep,W37,127,Yes
zc75209,Dante Coster,PA,-,no,no,Management,Performance Mgmt,174500,20,1,179.1,240.5,5,9,170,Oct,W43,125,Yes
ze42744,Cass Treves,HI,iPhone,no,no,Management,Performance Mgmt,160900,13,0,186,155.9,7.4,3,143,Jul,W30,80,Yes
zf17632,Genny Pohl,CT,-,no,no,Management,Performance Mgmt,44100,14,3,223.5,162,10.1,3,98,Dec,W52,111,Yes
zf72166,Marita Borkett,MA,iPhone,no,no,Management,Performance Mgmt,111200,19,1,227.8,223.7,10,5,131,Aug,W33,67,Yes
zf75674,Astra Cullimore,TX,-,no,no,Management,Performance Mgmt,136850,18,3,208.1,208,8.4,4,149,Jul,W30,116,Yes
zj14401,Bradly McEwen,CO,Galaxy,no,no,Management,Performance Mgmt,127250,18,3,245.9,212.5,12.6,4,112,Jan,W04,74,Yes
zk30433,Shelbi Apedaile,ID,-,no,no,Management,Performance Mgmt,195850,19,3,198.5,225,7.6,6,116,Mar,W10,121,Yes
zo21099,Aura Sorley,WV,-,no,no,Management,Performance Mgmt,109400,14,1,193.6,169.5,10.3,5,119,Sep,W36,115,Yes
zo22417,Celestia Keohane,ME,Galaxy,yes,no,Management,Performance Mgmt,178150,12,2,121,146.9,10.6,3,155,Apr,W16,71,Yes
zo53198,Ethelyn Lean,SC,iPhone,no,no,Management,Performance Mgmt,175850,22,0,149.3,262.4,10.7,3,132,May,W20,82,Yes
zq47678,Tedi Firks,AL,iPhone,no,no,Management,Performance Mgmt,154600,13,1,143,151.5,7.5,3,102,Jun,W23,93,Yes
zq65822,Jesus Deegan,IN,-,no,no,Management,Performance Mgmt,173550,25,0,244.3,292.6,10.5,2,154,Aug,W34,103,Yes
zr27893,Rubin Reims,ME,Galaxy,no,no,Management,Performance Mgmt,206200,18,2,219.7,209,14.4,6,132,Mar,W12,72,Yes
